 x      20.000000000000000        300.00000000000000        600.00000000000000        800.00000000000000        1200.0000000000000     
  -654.300  0.000000E+00  0.389092E+00  0.340907E+00  0.325559E+00  0.310025E+00  0.279670E+00
  -654.200  0.000000E+00  0.386925E+00  0.332027E+00  0.315167E+00  0.298215E+00  0.265324E+00
  -654.100  0.000000E+00  0.384036E+00  0.323448E+00  0.305335E+00  0.287218E+00  0.252264E+00
  -654.000  0.000000E+00  0.380009E+00  0.314764E+00  0.295663E+00  0.276638E+00  0.240109E+00
  -653.900  0.000000E+00  0.374543E+00  0.305669E+00  0.285846E+00  0.266173E+00  0.228560E+00
  -653.800  0.000000E+00  0.367403E+00  0.295896E+00  0.275609E+00  0.255541E+00  0.217321E+00
  -653.700  0.000000E+00  0.358442E+00  0.285258E+00  0.264756E+00  0.244536E+00  0.206167E+00
  -653.600  0.000000E+00  0.347662E+00  0.273713E+00  0.253229E+00  0.233084E+00  0.194993E+00
  -653.500  0.000000E+00  0.335143E+00  0.261273E+00  0.241022E+00  0.221160E+00  0.183733E+00
  -653.400  0.000000E+00  0.320983E+00  0.247975E+00  0.228153E+00  0.208762E+00  0.172347E+00
  -653.300  0.000000E+00  0.305369E+00  0.233935E+00  0.214714E+00  0.195960E+00  0.160858E+00
  -653.200  0.000000E+00  0.288567E+00  0.219341E+00  0.200873E+00  0.182897E+00  0.149362E+00
  -653.100  0.000000E+00  0.270797E+00  0.204348E+00  0.186762E+00  0.169686E+00  0.137934E+00
  -653.000  0.000000E+00  0.252329E+00  0.189134E+00  0.172535E+00  0.156455E+00  0.126650E+00
  -652.900  0.000000E+00  0.233478E+00  0.173943E+00  0.158417E+00  0.143409E+00  0.115678E+00
  -652.800  0.000000E+00  0.214514E+00  0.158962E+00  0.144571E+00  0.130689E+00  0.105120E+00
  -652.700  0.000000E+00  0.195736E+00  0.144406E+00  0.131190E+00  0.118470E+00  0.951110E-01
  -652.600  0.000000E+00  0.177420E+00  0.130466E+00  0.118448E+00  0.106904E+00  0.857725E-01
  -652.500  0.000000E+00  0.159856E+00  0.117371E+00  0.106556E+00  0.961906E-01  0.772807E-01
  -652.400  0.000000E+00  0.143272E+00  0.105272E+00  0.956500E-01  0.864498E-01  0.697303E-01
  -652.300  0.000000E+00  0.127976E+00  0.944147E-01  0.859609E-01  0.778991E-01  0.633167E-01
  -652.200  0.000000E+00  0.114179E+00  0.849648E-01  0.776465E-01  0.706907E-01  0.581864E-01
  -652.100  0.000000E+00  0.102101E+00  0.771065E-01  0.708839E-01  0.649961E-01  0.545040E-01
  -652.000  0.000000E+00  0.919418E-01  0.710162E-01  0.658463E-01  0.609867E-01  0.524426E-01
  -651.900  0.000000E+00  0.838615E-01  0.668586E-01  0.627019E-01  0.588354E-01  0.521873E-01
  -651.800  0.000000E+00  0.780102E-01  0.647777E-01  0.615958E-01  0.586894E-01  0.538945E-01
  -651.700  0.000000E+00  0.744535E-01  0.648811E-01  0.626476E-01  0.606816E-01  0.577242E-01
  -651.600  0.000000E+00  0.732514E-01  0.672696E-01  0.659705E-01  0.649375E-01  0.638290E-01
  -651.500  0.000000E+00  0.744117E-01  0.719877E-01  0.716186E-01  0.715215E-01  0.722938E-01
  -651.400  0.000000E+00  0.778635E-01  0.790291E-01  0.796038E-01  0.804637E-01  0.831853E-01
  -651.300  0.000000E+00  0.834985E-01  0.883345E-01  0.898788E-01  0.917280E-01  0.964879E-01
  -651.200  0.000000E+00  0.911244E-01  0.997522E-01  0.102303E+00  0.105184E+00  0.112091E+00
  -651.100  0.000000E+00  0.100560E+00  0.113154E+00  0.116759E+00  0.120727E+00  0.129909E+00
  -651.000  0.000000E+00  0.111447E+00  0.128192E+00  0.132903E+00  0.138013E+00  0.149593E+00
  -650.900  0.000000E+00  0.123458E+00  0.144541E+00  0.150408E+00  0.156712E+00  0.170806E+00
  -650.800  0.000000E+00  0.136192E+00  0.161782E+00  0.168848E+00  0.176392E+00  0.193095E+00
  -650.700  0.000000E+00  0.149211E+00  0.179416E+00  0.187708E+00  0.196519E+00  0.215882E+00
  -650.600  0.000000E+00  0.162011E+00  0.196879E+00  0.206407E+00  0.216491E+00  0.238523E+00
  -650.500  0.000000E+00  0.174165E+00  0.213644E+00  0.224389E+00  0.235724E+00  0.260366E+00
  -650.400  0.000000E+00  0.185155E+00  0.229084E+00  0.240999E+00  0.253532E+00  0.280662E+00
  -650.300  0.000000E+00  0.194585E+00  0.242673E+00  0.255675E+00  0.269319E+00  0.298736E+00
  -650.200  0.000000E+00  0.202044E+00  0.253872E+00  0.267844E+00  0.282473E+00  0.313903E+00
  -650.100  0.000000E+00  0.207243E+00  0.262258E+00  0.277051E+00  0.292506E+00  0.325602E+00
  -650.000  0.000000E+00  0.209953E+00  0.267510E+00  0.282947E+00  0.299043E+00  0.333407E+00
  -649.900  0.000000E+00  0.210046E+00  0.269389E+00  0.285267E+00  0.301793E+00  0.336971E+00
  -649.800  0.000000E+00  0.207510E+00  0.267825E+00  0.283925E+00  0.300655E+00  0.336167E+00
  -649.700  0.000000E+00  0.202416E+00  0.262851E+00  0.278948E+00  0.295647E+00  0.331000E+00
  -649.600  0.000000E+00  0.194968E+00  0.254674E+00  0.270544E+00  0.286981E+00  0.321692E+00
  -649.500  0.000000E+00  0.185413E+00  0.243576E+00  0.259004E+00  0.274960E+00  0.308573E+00
  -649.400  0.000000E+00  0.174083E+00  0.229952E+00  0.244742E+00  0.260017E+00  0.292120E+00
  -649.300  0.000000E+00  0.161377E+00  0.214302E+00  0.228286E+00  0.242708E+00  0.272951E+00
  -649.200  0.000000E+00  0.147689E+00  0.197134E+00  0.210174E+00  0.223605E+00  0.251707E+00
  -649.100  0.000000E+00  0.133457E+00  0.179011E+00  0.191004E+00  0.203339E+00  0.229097E+00
  -649.000  0.000000E+00  0.119048E+00  0.160441E+00  0.171319E+00  0.182495E+00  0.205783E+00
  -648.900  0.000000E+00  0.104844E+00  0.141939E+00  0.151671E+00  0.161657E+00  0.182426E+00
  -648.800  0.000000E+00  0.911687E-01  0.123958E+00  0.132546E+00  0.141348E+00  0.159618E+00
  -648.700  0.000000E+00  0.782350E-01  0.106819E+00  0.114294E+00  0.121946E+00  0.137801E+00
  -648.600  0.000000E+00  0.663002E-01  0.908766E-01  0.972930E-01  0.103855E+00  0.117426E+00
  -648.500  0.000000E+00  0.554557E-01  0.763030E-01  0.817373E-01  0.872890E-01  0.987501E-01
  -648.400  0.000000E+00  0.457947E-01  0.632361E-01  0.677757E-01  0.724088E-01  0.819569E-01
  -648.300  0.000000E+00  0.373229E-01  0.517165E-01  0.554573E-01  0.592712E-01  0.671178E-01
  -648.200  0.000000E+00  0.300261E-01  0.417454E-01  0.447867E-01  0.478845E-01  0.542473E-01
  -648.100  0.100000E-03  0.238602E-01  0.332620E-01  0.356993E-01  0.381798E-01  0.432670E-01
  -648.000  0.100000E-03  0.187006E-01  0.261492E-01  0.280776E-01  0.300383E-01  0.340530E-01
  -647.900  0.200000E-03  0.144849E-01  0.202958E-01  0.217993E-01  0.233269E-01  0.264503E-01
  -647.800  0.400000E-03  0.110837E-01  0.155488E-01  0.167049E-01  0.178790E-01  0.202771E-01
  -647.700  0.600000E-03  0.837619E-02  0.117543E-01  0.126303E-01  0.135198E-01  0.153347E-01
  -647.600  0.900000E-03  0.626744E-02  0.877796E-02  0.943243E-02  0.100972E-01  0.114534E-01
  -647.500  0.140000E-02  0.466168E-02  0.647274E-02  0.695109E-02  0.743799E-02  0.843253E-02
  -647.400  0.220000E-02  0.347206E-02  0.472331E-02  0.506463E-02  0.541402E-02  0.613099E-02
  -647.300  0.340000E-02  0.261802E-02  0.341024E-02  0.364443E-02  0.388753E-02  0.439253E-02
  -647.200  0.510000E-02  0.207475E-02  0.247737E-02  0.262708E-02  0.278795E-02  0.313231E-02
  -647.100  0.760000E-02  0.176210E-02  0.180420E-02  0.188415E-02  0.197915E-02  0.219890E-02
  -647.000  0.111000E-01  0.167842E-02  0.136015E-02  0.137944E-02  0.141965E-02  0.154088E-02
  -646.900  0.160000E-01  0.180943E-02  0.109048E-02  0.105191E-02  0.104295E-02  0.108264E-02
  -646.800  0.228000E-01  0.217314E-02  0.976544E-03  0.877602E-03  0.820471E-03  0.787473E-03
  -646.700  0.321000E-01  0.279019E-02  0.981402E-03  0.810233E-03  0.697627E-03  0.586154E-03
  -646.600  0.445000E-01  0.368683E-02  0.111037E-02  0.855666E-03  0.682048E-03  0.492308E-03
  -646.500  0.608000E-01  0.492285E-02  0.134853E-02  0.986777E-03  0.735778E-03  0.449011E-03
  -646.400  0.820000E-01  0.657901E-02  0.172979E-02  0.123450E-02  0.888464E-03  0.486374E-03
  -646.300  0.109100E+00  0.869818E-02  0.222073E-02  0.155529E-02  0.108844E-02  0.540659E-03
  -646.200  0.143100E+00  0.113933E-01  0.288959E-02  0.201484E-02  0.140057E-02  0.678242E-03
  -646.100  0.185200E+00  0.147233E-01  0.371007E-02  0.257620E-02  0.177952E-02  0.841538E-03
  -646.000  0.236500E+00  0.187917E-01  0.472153E-02  0.327180E-02  0.225258E-02  0.105077E-02
  -645.900  0.297900E+00  0.236688E-01  0.594500E-02  0.411869E-02  0.283465E-02  0.132044E-02
  -645.800  0.370100E+00  0.293986E-01  0.737563E-02  0.510581E-02  0.350971E-02  0.162681E-02
  -645.700  0.453600E+00  0.360313E-01  0.903968E-02  0.625776E-02  0.430155E-02  0.199385E-02
  -645.600  0.548400E+00  0.435617E-01  0.109289E-01  0.756560E-02  0.520055E-02  0.241055E-02
  -645.500  0.654000E+00  0.519499E-01  0.130334E-01  0.902243E-02  0.620197E-02  0.287473E-02
  -645.400  0.769400E+00  0.611166E-01  0.153332E-01  0.106145E-01  0.729632E-02  0.338198E-02
  -645.300  0.892800E+00  0.709188E-01  0.177924E-01  0.123169E-01  0.846654E-02  0.392440E-02
  -645.200  0.102200E+01  0.811816E-01  0.203672E-01  0.140993E-01  0.969176E-02  0.449231E-02
  -645.100  0.115410E+01  0.916749E-01  0.229998E-01  0.159217E-01  0.109445E-01  0.507297E-02
  -645.000  0.128550E+01  0.102113E+00  0.256184E-01  0.177345E-01  0.121906E-01  0.565055E-02
  -644.900  0.141240E+01  0.112193E+00  0.281474E-01  0.194851E-01  0.133940E-01  0.620835E-02
  -644.800  0.153080E+01  0.121598E+00  0.305069E-01  0.211186E-01  0.145168E-01  0.672879E-02
  -644.700  0.163650E+01  0.129994E+00  0.326134E-01  0.225768E-01  0.155191E-01  0.719341E-02
  -644.600  0.172590E+01  0.137095E+00  0.343950E-01  0.238101E-01  0.163669E-01  0.758637E-02
  -644.500  0.179530E+01  0.142608E+00  0.357781E-01  0.247675E-01  0.170251E-01  0.789143E-02
  -644.400  0.184230E+01  0.146341E+00  0.367148E-01  0.254159E-01  0.174708E-01  0.809802E-02
  -644.300  0.186470E+01  0.148121E+00  0.371612E-01  0.257250E-01  0.176832E-01  0.819648E-02
  -644.200  0.186180E+01  0.147890E+00  0.371034E-01  0.256849E-01  0.176557E-01  0.818374E-02
  -644.100  0.183360E+01  0.145650E+00  0.365414E-01  0.252959E-01  0.173883E-01  0.805978E-02
  -644.000  0.178130E+01  0.141496E+00  0.354991E-01  0.245744E-01  0.168923E-01  0.782989E-02
  -643.900  0.170700E+01  0.135594E+00  0.340184E-01  0.235494E-01  0.161877E-01  0.750330E-02
  -643.800  0.161350E+01  0.128167E+00  0.321551E-01  0.222595E-01  0.153010E-01  0.709231E-02
  -643.700  0.150440E+01  0.119501E+00  0.299808E-01  0.207543E-01  0.142664E-01  0.661275E-02
  -643.600  0.138360E+01  0.109905E+00  0.275734E-01  0.190878E-01  0.131209E-01  0.608176E-02
  -643.500  0.125520E+01  0.997057E-01  0.250146E-01  0.173164E-01  0.119032E-01  0.551736E-02
  -643.400  0.112320E+01  0.892204E-01  0.223840E-01  0.154954E-01  0.106514E-01  0.493714E-02
  -643.300  0.991400E+00  0.787510E-01  0.197574E-01  0.136771E-01  0.940157E-02  0.435780E-02
  -643.200  0.863200E+00  0.685675E-01  0.172025E-01  0.119085E-01  0.818584E-02  0.379429E-02
  -643.100  0.741300E+00  0.588845E-01  0.147732E-01  0.102268E-01  0.702984E-02  0.325846E-02
  -643.000  0.628000E+00  0.498846E-01  0.125153E-01  0.866374E-02  0.595540E-02  0.276044E-02
  -642.900  0.524700E+00  0.416791E-01  0.104566E-01  0.723864E-02  0.497580E-02  0.230637E-02
  -642.800  0.432500E+00  0.343552E-01  0.861919E-02  0.596667E-02  0.410145E-02  0.190110E-02
  -642.700  0.351600E+00  0.279290E-01  0.700695E-02  0.485059E-02  0.333427E-02  0.154549E-02
  -642.600  0.281900E+00  0.223925E-01  0.561792E-02  0.388903E-02  0.267329E-02  0.123912E-02
  -642.500  0.223000E+00  0.177138E-01  0.444411E-02  0.307645E-02  0.211474E-02  0.980220E-03
  -642.400  0.174000E+00  0.138215E-01  0.346760E-02  0.240046E-02  0.165006E-02  0.764835E-03
  -642.300  0.133900E+00  0.106362E-01  0.266846E-02  0.184725E-02  0.126979E-02  0.588571E-03
  -642.200  0.101600E+00  0.807050E-02  0.202476E-02  0.140165E-02  0.963486E-03  0.446593E-03
  -642.100  0.761000E-01  0.604493E-02  0.151658E-02  0.104986E-02  0.721666E-03  0.334505E-03
  -642.000  0.562000E-01  0.446420E-02  0.112000E-02  0.775322E-03  0.532952E-03  0.247033E-03
  -641.900  0.409000E-01  0.324885E-02  0.815086E-03  0.564247E-03  0.387860E-03  0.179780E-03
  -641.800  0.294000E-01  0.233536E-02  0.585905E-03  0.405595E-03  0.278804E-03  0.129231E-03
  -641.700  0.208000E-01  0.165223E-02  0.414518E-03  0.286952E-03  0.197249E-03  0.914286E-04
  -641.600  0.146000E-01  0.115974E-02  0.290960E-03  0.201418E-03  0.138454E-03  0.641758E-04
  -641.500  0.100000E-01  0.794341E-03  0.199288E-03  0.137958E-03  0.948313E-04  0.439560E-04
  -641.400  0.680000E-02  0.540152E-03  0.135516E-03  0.938112E-04  0.644853E-04  0.298901E-04
  -641.300  0.460000E-02  0.365397E-03  0.916723E-04  0.634605E-04  0.436224E-04  0.202198E-04
  -641.200  0.300000E-02  0.238302E-03  0.597863E-04  0.413873E-04  0.284494E-04  0.131868E-04
  -641.100  0.200000E-02  0.158868E-03  0.398575E-04  0.275915E-04  0.189663E-04  0.879121E-05
  -641.000  0.130000E-02  0.103264E-03  0.259074E-04  0.179345E-04  0.123281E-04  0.571429E-05
  -640.900  0.800000E-03  0.635473E-04  0.159430E-04  0.110366E-04  0.758650E-05  0.351648E-05
  -640.800  0.500000E-03  0.397170E-04  0.996438E-05  0.689788E-05  0.474156E-05  0.219780E-05
  -640.700  0.300000E-03  0.238302E-04  0.597863E-05  0.413873E-05  0.284494E-05  0.000000E+00
  -640.600  0.200000E-03  0.158868E-04  0.398575E-05  0.275915E-05  0.189663E-05  0.000000E+00
  -640.500  0.100000E-03  0.794341E-05  0.199288E-05  0.000000E+00  0.000000E+00  0.000000E+00
  -640.400  0.100000E-03  0.794341E-05  0.199288E-05  0.000000E+00  0.000000E+00  0.000000E+00
  -640.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -640.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -640.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -640.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -639.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -638.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -637.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -636.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -635.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -634.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -633.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -632.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -631.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -630.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.500  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.400  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.300  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.200  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.100  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -629.000  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.900  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.800  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.700  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -628.600  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
